Date	Pond	Total/Dissolved	Analyte	Concentration (ppm)
7/10/09	3	Total	TN	0.30
7/10/09	4	Total	TN	0.27
7/10/09	5	Total	TN	0.25
7/10/09	7	Total	TN	0.59
7/10/09	8	Total	TN	0.24
7/10/09	9	Total	TN	0.32
7/10/09	10	Total	TN	0.23
7/10/09	13	Total	TN	0.47
7/10/09	14	Total	TN	0.52
7/10/09	15	Total	TN	0.34
7/10/09	16	Total	TN	0.44
7/13/09	3	Total	TN	0.35
7/13/09	4	Total	TN	0.35
7/13/09	5	Total	TN	0.36
7/13/09	7	Total	TN	0.66
7/13/09	8	Total	TN	0.39
7/13/09	9	Total	TN	0.37
7/13/09	10	Total	TN	0.29
7/13/09	13	Total	TN	0.48
7/13/09	14	Total	TN	0.58
7/13/09	15	Total	TN	0.37
7/13/09	16	Total	TN	0.47
7/15/09	3	Total	TN	0.35
7/15/09	4	Total	TN	0.35
7/15/09	5	Total	TN	0.31
7/15/09	7	Total	TN	0.73
7/15/09	8	Total	TN	0.30
7/15/09	9	Total	TN	0.36
7/15/09	10	Total	TN	0.29
7/15/09	13	Total	TN	0.50
7/15/09	14	Total	TN	0.37
7/15/09	15	Total	TN	0.34
7/15/09	16	Total	TN	0.49
7/17/09	3	Total	TN	0.36
7/17/09	4	Total	TN	0.42
7/17/09	5	Total	TN	0.30
7/17/09	7	Total	TN	0.85
7/17/09	8	Total	TN	0.35
7/17/09	9	Total	TN	0.31
7/17/09	10	Total	TN	0.19
7/17/09	13	Total	TN	0.54
7/17/09	14	Total	TN	0.62
7/17/09	15	Total	TN	0.40
7/17/09	16	Total	TN	0.43
7/20/09	3	Total	TN	0.44
7/20/09	4	Total	TN	0.51
7/20/09	5	Total	TN	0.41
7/20/09	7	Total	TN	0.56
7/20/09	8	Total	TN	0.27
7/20/09	9	Total	TN	0.53
7/20/09	10	Total	TN	0.33
7/20/09	13	Total	TN	0.56
7/20/09	14	Total	TN	0.68
7/20/09	15	Total	TN	0.46
7/20/09	16	Total	TN	0.72
7/22/09	3	Total	TN	0.36
7/22/09	4	Total	TN	0.52
7/22/09	5	Total	TN	0.41
7/22/09	7	Total	TN	0.65
7/22/09	8	Total	TN	0.35
7/22/09	9	Total	TN	0.38
7/22/09	10	Total	TN	0.34
7/22/09	13	Total	TN	0.65
7/22/09	14	Total	TN	0.63
7/22/09	15	Total	TN	0.49
7/22/09	16	Total	TN	0.71
7/24/09	3	Total	TN	0.38
7/24/09	4	Total	TN	0.49
7/24/09	5	Total	TN	0.39
7/24/09	7	Total	TN	0.89
7/24/09	8	Total	TN	0.48
7/24/09	9	Total	TN	0.48
7/24/09	10	Total	TN	0.36
7/24/09	13	Total	TN	0.66
7/24/09	14	Total	TN	0.71
7/24/09	15	Total	TN	0.61
7/24/09	16	Total	TN	0.74
7/27/09	3	Total	TN	0.45
7/27/09	4	Total	TN	0.47
7/27/09	5	Total	TN	0.42
7/27/09	7	Total	TN	0.66
7/27/09	8	Total	TN	0.38
7/27/09	9	Total	TN	0.42
7/27/09	10	Total	TN	0.40
7/27/09	13	Total	TN	0.64
7/27/09	14	Total	TN	0.69
7/27/09	15	Total	TN	0.55
7/27/09	16	Total	TN	0.77
7/29/09	3	Total	TN	0.63
7/29/09	4	Total	TN	0.66
7/29/09	5	Total	TN	0.61
7/29/09	7	Total	TN	0.78
7/29/09	8	Total	TN	0.69
7/29/09	9	Total	TN	0.55
7/29/09	10	Total	TN	0.58
7/29/09	13	Total	TN	0.80
7/29/09	14	Total	TN	0.85
7/29/09	15	Total	TN	0.59
7/29/09	16	Total	TN	0.84
7/31/09	3	Total	TN	0.55
7/31/09	4	Total	TN	0.60
7/31/09	5	Total	TN	0.53
7/31/09	7	Total	TN	0.79
7/31/09	8	Total	TN	0.59
7/31/09	9	Total	TN	0.53
7/31/09	10	Total	TN	0.50
7/31/09	13	Total	TN	0.73
7/31/09	14	Total	TN	0.78
7/31/09	15	Total	TN	0.67
7/31/09	16	Total	TN	0.88
8/3/09	3	Total	TN	0.57
8/3/09	4	Total	TN	0.53
8/3/09	5	Total	TN	0.61
8/3/09	7	Total	TN	0.79
8/3/09	8	Total	TN	0.53
8/3/09	9	Total	TN	0.51
8/3/09	10	Total	TN	0.50
8/3/09	13	Total	TN	0.70
8/3/09	14	Total	TN	0.84
8/3/09	15	Total	TN	0.62
8/3/09	16	Total	TN	0.86
8/5/09	3	Total	TN	0.58
8/5/09	4	Total	TN	0.60
8/5/09	5	Total	TN	0.57
8/5/09	7	Total	TN	0.77
8/5/09	8	Total	TN	0.69
8/5/09	9	Total	TN	0.56
8/5/09	10	Total	TN	0.63
8/5/09	13	Total	TN	0.77
8/5/09	14	Total	TN	0.98
8/5/09	15	Total	TN	0.68
8/5/09	16	Total	TN	0.76
8/7/09	3	Total	TN	0.50
8/7/09	4	Total	TN	0.54
8/7/09	5	Total	TN	0.50
8/7/09	7	Total	TN	0.83
8/7/09	8	Total	TN	0.60
8/7/09	9	Total	TN	0.48
8/7/09	10	Total	TN	0.60
8/7/09	13	Total	TN	0.88
8/7/09	14	Total	TN	0.80
8/7/09	15	Total	TN	0.56
8/7/09	16	Total	TN	0.95
8/10/09	3	Total	TN	0.69
8/10/09	4	Total	TN	0.55
8/10/09	5	Total	TN	0.65
8/10/09	7	Total	TN	0.94
8/10/09	8	Total	TN	0.49
8/10/09	9	Total	TN	0.59
8/10/09	10	Total	TN	0.65
8/10/09	13	Total	TN	0.74
8/10/09	14	Total	TN	0.91
8/10/09	15	Total	TN	0.69
8/10/09	16	Total	TN	0.98
8/12/09	3	Total	TN	0.53
8/12/09	4	Total	TN	0.55
8/12/09	5	Total	TN	0.54
8/12/09	7	Total	TN	0.78
8/12/09	8	Total	TN	0.74
8/12/09	9	Total	TN	0.60
8/12/09	10	Total	TN	0.59
8/12/09	13	Total	TN	0.85
8/12/09	14	Total	TN	0.81
8/12/09	15	Total	TN	0.66
8/12/09	16	Total	TN	0.91
8/14/09	3	Total	TN	0.54
8/14/09	4	Total	TN	0.60
8/14/09	5	Total	TN	0.53
8/14/09	7	Total	TN	0.86
8/14/09	8	Total	TN	0.61
8/14/09	9	Total	TN	0.45
8/14/09	10	Total	TN	0.51
8/14/09	13	Total	TN	0.77
8/14/09	14	Total	TN	0.89
8/14/09	15	Total	TN	0.69
8/14/09	16	Total	TN	1.15
8/17/09	3	Total	TN	0.58
8/17/09	4	Total	TN	0.62
8/17/09	5	Total	TN	0.60
8/17/09	7	Total	TN	0.87
8/17/09	8	Total	TN	0.97
8/17/09	9	Total	TN	0.56
8/17/09	10	Total	TN	0.61
8/17/09	13	Total	TN	0.86
8/17/09	14	Total	TN	0.92
8/17/09	15	Total	TN	0.69
8/17/09	16	Total	TN	0.96
8/19/09	3	Total	TN	0.64
8/19/09	4	Total	TN	0.60
8/19/09	5	Total	TN	0.60
8/19/09	7	Total	TN	0.86
8/19/09	8	Total	TN	0.84
8/19/09	9	Total	TN	0.49
8/19/09	10	Total	TN	0.63
8/19/09	13	Total	TN	0.75
8/19/09	14	Total	TN	0.90
8/19/09	15	Total	TN	0.72
8/19/09	16	Total	TN	0.92
8/21/09	3	Total	TN	0.55
8/21/09	4	Total	TN	0.62
8/21/09	5	Total	TN	0.53
8/21/09	7	Total	TN	0.89
8/21/09	8	Total	TN	0.58
8/21/09	9	Total	TN	0.44
8/21/09	10	Total	TN	0.57
8/21/09	13	Total	TN	0.82
8/21/09	14	Total	TN	0.90
8/21/09	15	Total	TN	0.65
8/21/09	16	Total	TN	0.97
8/24/09	3	Total	TN	1.00
8/24/09	4	Total	TN	0.69
8/24/09	5	Total	TN	0.64
8/24/09	7	Total	TN	1.08
8/24/09	8	Total	TN	0.68
8/24/09	9	Total	TN	0.64
8/24/09	10	Total	TN	0.64
8/24/09	13	Total	TN	0.87
8/24/09	14	Total	TN	1.03
8/24/09	15	Total	TN	0.95
8/24/09	16	Total	TN	1.13
8/26/09	3	Total	TN	0.60
8/26/09	4	Total	TN	0.58
8/26/09	5	Total	TN	0.63
8/26/09	7	Total	TN	0.87
8/26/09	8	Total	TN	0.69
8/26/09	9	Total	TN	0.56
8/26/09	10	Total	TN	0.65
8/26/09	13	Total	TN	0.83
8/26/09	14	Total	TN	0.97
8/26/09	15	Total	TN	0.79
8/26/09	16	Total	TN	1.02
8/28/09	3	Total	TN	1.29
8/28/09	4	Total	TN	1.33
8/28/09	5	Total	TN	0.55
8/28/09	7	Total	TN	2.38
8/28/09	8	Total	TN	1.60
8/28/09	9	Total	TN	1.11
8/28/09	10	Total	TN	1.21
8/28/09	13	Total	TN	1.91
8/28/09	14	Total	TN	2.05
8/28/09	15	Total	TN	1.81
8/28/09	16	Total	TN	1.96
8/31/09	3	Total	TN	0.97
8/31/09	4	Total	TN	0.93
8/31/09	5	Total	TN	0.50
8/31/09	7	Total	TN	2.43
8/31/09	8	Total	TN	1.02
8/31/09	9	Total	TN	0.93
8/31/09	10	Total	TN	0.63
8/31/09	13	Total	TN	1.51
8/31/09	14	Total	TN	1.58
8/31/09	15	Total	TN	1.49
8/31/09	16	Total	TN	1.70
9/2/09	3	Total	TN	0.73
9/2/09	4	Total	TN	0.80
9/2/09	5	Total	TN	0.57
9/2/09	7	Total	TN	1.64
9/2/09	8	Total	TN	0.84
9/2/09	9	Total	TN	0.71
9/2/09	10	Total	TN	0.60
9/2/09	13	Total	TN	1.30
9/2/09	14	Total	TN	1.48
9/2/09	15	Total	TN	1.37
9/2/09	16	Total	TN	1.48
9/4/09	3	Total	TN	0.75
9/4/09	4	Total	TN	0.88
9/4/09	5	Total	TN	0.67
9/4/09	7	Total	TN	1.54
9/4/09	8	Total	TN	1.03
9/4/09	9	Total	TN	0.82
9/4/09	10	Total	TN	0.69
9/4/09	13	Total	TN	1.43
9/4/09	14	Total	TN	1.42
9/4/09	15	Total	TN	1.22
9/4/09	16	Total	TN	1.38
9/7/09	3	Total	TN	0.67
9/7/09	4	Total	TN	0.66
9/7/09	5	Total	TN	0.54
9/7/09	7	Total	TN	1.16
9/7/09	8	Total	TN	0.81
9/7/09	9	Total	TN	0.63
9/7/09	10	Total	TN	0.62
9/7/09	13	Total	TN	1.10
9/7/09	14	Total	TN	1.12
9/7/09	15	Total	TN	0.98
9/7/09	16	Total	TN	1.21
9/9/09	3	Total	TN	0.63
9/9/09	4	Total	TN	0.68
9/9/09	5	Total	TN	0.58
9/9/09	7	Total	TN	1.04
9/9/09	8	Total	TN	0.66
9/9/09	9	Total	TN	0.84
9/9/09	10	Total	TN	0.63
9/9/09	13	Total	TN	1.04
9/9/09	14	Total	TN	0.94
9/9/09	15	Total	TN	0.94
9/9/09	16	Total	TN	1.17
9/11/09	3	Total	TN	0.64
9/11/09	4	Total	TN	0.79
9/11/09	5	Total	TN	0.57
9/11/09	7	Total	TN	1.21
9/11/09	8	Total	TN	0.87
9/11/09	9	Total	TN	0.73
9/11/09	10	Total	TN	0.50
9/11/09	13	Total	TN	1.16
9/11/09	14	Total	TN	1.01
9/11/09	15	Total	TN	1.04
9/11/09	16	Total	TN	1.32
9/14/09	3	Total	TN	0.71
9/14/09	4	Total	TN	0.72
9/14/09	5	Total	TN	0.64
9/14/09	7	Total	TN	1.06
9/14/09	8	Total	TN	0.94
9/14/09	9	Total	TN	0.81
9/14/09	10	Total	TN	0.72
9/14/09	13	Total	TN	1.06
9/14/09	14	Total	TN	1.12
9/14/09	15	Total	TN	0.81
9/14/09	16	Total	TN	1.30
9/16/09	3	Total	TN	0.65
9/16/09	4	Total	TN	0.69
9/16/09	5	Total	TN	0.63
9/16/09	7	Total	TN	0.97
9/16/09	8	Total	TN	0.61
9/16/09	9	Total	TN	0.67
9/16/09	10	Total	TN	0.67
9/16/09	13	Total	TN	0.91
9/16/09	14	Total	TN	1.14
9/16/09	15	Total	TN	0.82
9/16/09	16	Total	TN	1.09
9/18/09	3	Total	TN	0.72
9/18/09	4	Total	TN	0.86
9/18/09	5	Total	TN	0.67
9/18/09	7	Total	TN	1.32
9/18/09	8	Total	TN	0.82
9/18/09	9	Total	TN	0.71
9/18/09	10	Total	TN	0.62
9/18/09	13	Total	TN	1.92
9/18/09	14	Total	TN	1.55
9/18/09	15	Total	TN	1.16
9/18/09	16	Total	TN	1.67
9/21/09	3	Total	TN	0.59
9/21/09	4	Total	TN	0.69
9/21/09	5	Total	TN	0.58
9/21/09	7	Total	TN	1.07
9/21/09	8	Total	TN	0.90
9/21/09	9	Total	TN	0.56
9/21/09	10	Total	TN	0.64
9/21/09	13	Total	TN	1.15
9/21/09	14	Total	TN	1.20
9/21/09	15	Total	TN	0.85
9/21/09	16	Total	TN	1.36
9/23/09	3	Total	TN	0.68
9/23/09	4	Total	TN	0.78
9/23/09	5	Total	TN	0.55
9/23/09	7	Total	TN	1.27
9/23/09	8	Total	TN	0.94
9/23/09	9	Total	TN	0.73
9/23/09	10	Total	TN	0.73
9/23/09	13	Total	TN	1.04
9/23/09	14	Total	TN	1.26
9/23/09	15	Total	TN	0.85
9/23/09	16	Total	TN	1.32
9/25/09	3	Total	TN	0.71
9/25/09	4	Total	TN	0.75
9/25/09	5	Total	TN	0.63
9/25/09	7	Total	TN	1.04
9/25/09	8	Total	TN	0.76
9/25/09	9	Total	TN	0.62
9/25/09	10	Total	TN	0.72
9/25/09	13	Total	TN	0.98
9/25/09	14	Total	TN	1.25
9/25/09	15	Total	TN	1.14
9/25/09	16	Total	TN	1.01
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
